"mssv","diem_tt","OTHER","THPT","ĐGNL","majorCode","educationSystem","faculty","placeOfBirth","sem1","sem2","sem3","sem4","sem5","sem6","sem7","sem8","sem9","sem10","sem11","sem12","sem13","sem14","sem15","sem16","sem17","sem18","sem19","sem20","sem21","sem22","term1","term2","term3","term4","term5","term6","term7","term8","term9","term10","term11","term12","term13","term14","term15","term16"
"22520000",0.81238,0,1,0,"7480201_CQ","CQUI","KTTT","Bình Dương",0.908,0.882,-0.1,0.8800000000000001,0.885,-0.1,0.8160000000000001,0.85,-0.1,0.549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.76,0.79,0.77,0.77,0.82,0.79,0.82,-1,-1,-1,-1,-1,-1,-1,-1,-1
